"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,11,4,"VESSEL STRIKE","KITSAP","WA","SI (PRORATE)","KITSAP FAST FERRY REPORT. WHALE DETECTED AND AVOIDANCE MANOUVER INITIATED. OBSERVERS FELT A SOFT THUD, NO ADDITIONAL VIBRATION OR MOVEMENTS OCCURRED. WHALE STRUCK MIDBODY AND NEAR - BEHIND DORSAL HUMP. THE VESSEL DID NOT RECEIVE WRAS REPORTS, RADIO ADVISORY, OR EARLIER SIGHTINGS. AFTER THE STRIKE, THE WHALE ROLLED ON ITS SIDE, SLAPPED PECTORAL FIN, THEN DOVE, SLAPPED TAIL, AND THEN WAS SEEN SWIMMING NORTH. NOT OBSERVED AGAIN. THE CREW DID NOT SEE ANY VISIBLE EVIDENCE OF INJURY. VESSEL SIZE ASSUMED > 65 FT, VESSEL SPEED UNKNOWN.","SI (PRORATE)","L7A",0.56,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,1,3,"UNIDENTIFIED FISHERY ENTANGLEMENT","LOS ANGELES","CA","SI (PRORATE)","DEPENDENT CALF ENTANGLED IN A SMALL AMOUNT OF LINE WITH MULTIPLE SMALL WHITE FLOATS. THE ENTANGLEMENT WAS THROUGH THE WHALE'S MOUTH TRAILING DOWN THE LEFT SIDE OF THE WHALE'S BODY AND ABOUT 10FT BEHIND THE FLUKES. REPORTED NURSING BEHAVIOR, WITH LARGE MILKY CLOUDS EXITING MOUTH. POTENTIAL BLOCKAGE OF MOUTH FROM GEAR? FULL CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,1,20,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI (PRORATE)","ADULT WITH DEPENDENT CALF. THIS RECORD IS FOR THE ADULT. ENTANGLING GEAR WAS YELLOW - ORANGE LINE WITH 1 OVAL YELLOW BUOY. THE ENTANGLEMENT WAS DRAPED OVER THE ADULTʻS BODY AND PHOTO SEQUENCE SHOWS VARIABLE ABSENCE AND PRESENCE OF LINE, INDICATING SHIFTING OR LOOSE GEAR. LINE TRAILED 80FT BEHIND THE WHALE TO THE BUOY. THIS IS THE SAME LINE THAT IS ENTANGLING THE CALF, TWO WHALES IN ONE GEAR SET. PHOTO SHOWS CALF ENTANGLED IMMEDIATELY NEXT TO MOTHER WITH LINE COMING FROM MOUTH. FULL GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,1,20,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI (PRORATE)","ADULT WITH DEPENDENT CALF. THIS RECORD IS FOR THE CALF. THE ENTANGLING GEAR WAS YELLOW - ORANGE LINE. THE ENTANGLEMENT WAS THROUGH THE CALF'S MOUTH TRAILING ALONG THE BODY. SAME LINE THAT IS ENTANGLING THE MOM, TWO WHALES IN ONE GEAR SET. FULL GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,1,20,"UNIDENTIFIED FISHERY ENTANGLEMENT","GRAYS HARBOR","WA","DEAD","MODERATE DECOMPOSITION ADULT SEEN WASHING ASHORE ON THE MORNING OF 20 JAN. NECROPSY CONDUCTED SAME DAY. TONSILS, ESOPHAGUS, STOMACH AND LUNGS HAD BEEN EXPELLED AND WERE HANGING (STILL ATTACHED) OUTSIDE OF THE MOUTH. TONGUE VERY INFLATED. PENIS DISTENDED. PARTIALLY HEALED KIILER WHALE RAKE MARKS ON FLUKES, PARTIALLY HEALED 2.5CM DEEP ENTANGLEMENT WRAP ON TAILSTOCK, ENTANGLEMENT SCARRING ACROSS DORSAL SURFACE OF FLUKES AND PROBABLE ROPE IMPRESSION ACROSS BACK AT KNUCKLE NEAR DORSAL HUMP. SOME SKIN SLOUGHING.. . BLUNT FORCE TRAUMA TO BACK, BETWEEN SCAPULAE. CHRONIC, RECENT ENTANGLEMENT INJURIES ON TAILSTOCK AND FLUKES (NO GEAR ATTACHED), POSSIBLE ROPE ABRASION ACROSS DORSAL KNUCKLES. SMALL AMOUNT OF GREEN TWINE EMBEDDED IN STOMACH LINING. TRAUMA SUFFICIENT TO HAVE CAUSED DEATH, BUT ENTANGLEMENT PROBABLY CONTRIBUTED TO POOR NUTRITIONAL STATUS.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,2,17,"VESSEL STRIKE","PACIFIC","WA","DEAD","MODERATE DECOMPOSITION. ADULT NECROPSY. THE WHALE APPEARED TO BE THIN; BLUBBER WAS FIBROUS, DRY, AND SALMON-COLORED; THE WHALE WAS LYING ON HIS RIGHT SIDE AT TIME OF NECROPSY, SO THAT SIDE WAS ONLY ABLE TO BE VIEWED. DURING THE NECROPSY, THE RIGHT FLIPPER WAS PROTRUDING FROM BENEATH THE WHALE AT AN UNUSUAL ANGLE AND BELIEVED TO HAVE BEEN BROKEN; EVIDENCE OF SEVERE BLUNT FORCE TRAUMA PRESENT INTERNALLY (E.G., TREMENDOUS HEMORRHAGE, HEMATOMA, EDEMA) - SHIP STRIKE SUSPECTED; THORACIC ORGANS AND A FEW ABDOMINAL ORGANS COULD NOT BE LOCATED AS THEY PRESUMABLY HAD BEEN DISPLACED FAR ANTERIORLY BY TRAUMA AND GAS-FILLED INTESTINES; THERE WERE NO OBVIOUS SIGNS OF ENTANGLEMENT.  EVIDENCE OF MAJOR BLUNT FORCE TRAUMA, ESPECIALLY IN DORSAL HEAD, NECK, AND ANTERIOR BACK; ALSO SCATTERED AREAS OF HEMORRHAGE AND BRUISING OF LEFT BODY A FEW THORACIC VERTEBRAE EXAMINED - APPEARED DISPLACED BUT NOT BROKEN.","DEAD","NA",1,"N","Y"
"DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2022,3,22,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","VENTURA","CA","SI (PRORATE)","THE ENTANGLING GEAR WAS LIGHT COLORED LINE WITH 2 BUOYS (1 YELLOW BULLET BUOY, 1 SMALLER WHITE BUOY, DESCRIBED AS CRAB OR LOBSTER TRAP TYPE BUOYS). THE ENTANGLEMENT WAS LOOPED THROUGH THE WHALE'S MOUTH AND DOWN BOTH SIDES OF THE BODY WITH LINES COMING TOGETHER RIGHT TO WRAP AROUND FLUKES. AGH ADDED LANGUAGE: ""LINE THROUGH MOUTH, FORMING A CLOSED BRIDLE ABOVE FLUKE AREA"". 15-20 FT OF ROPE TRAILING. CYAMID GROWTH ON DORSAL ASPECT OF HEAD AND BACK VISIBLE IN VIDEO FOOTAGE, INDICATIVE OF A HEALTH DECLINE.  WHALE EVADED RESPONSE TEAM EFFORTS.","SI (PRORATE)","L3",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,4,"VESSEL STRIKE","MARIN","CA","DEAD","ONLY A PARTIAL NECROPSY WAS PERFORMED BECAUSE OF A RISING TIDE. ONLY THE RIGHT LATERAL AND DORSAL MUSCLE WAS EXAMINED. THERE WAS REGIONALLY EXTENSIVE EDEMA OF THE MUSCLES OF THE RIGHT SHOULDER AND INTERCOSTALS DORSALLY. THE EPAXIAL MUSCLE FROM THE MID THORAX CAUDALLY WAS UNREMARKABLE. THERE WAS A MARKED CONCAVE DEPRESSION OF THE ROSTRUM. UPON DISSECTION OF THE ROSTRUM, THERE WAS COMMINUTED FRACTURE OF THE MAXILLARY AND INCISIVE BONES BILATERALLY AND LACERATION OF THE DORSAL BUCCAL MUCOSA AND GINGIVAE. BONE FRAGMENTS DETACHED FROM THE MAXILLA HAD PERIOSTEAL EDEMA AND MULTIFOCAL TO EXTENSIVE AREAS OF CORTICAL AND MEDULLARY ERYTHEMA (HEMORRHAGE). THE MANDIBLES WERE INTACT. THERE WAS SCANT, YELLOW, FLUID THROUGHOUT THE PARTIALLY EXAMINED INTESTINAL TRACT. LARGE AMOUNTS OF AIR EXUDED FROM THE THORACIC CAVITY AFTER PUNCTURE OF THE INTERCOSTAL MUSCLES (NEGATIVE PRESSURE WITHIN THE THORAX).","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,5,"GILLNET FISHERY","SANTA BARBARA","CA","SI","SUBADULT WHALE ENTANGLED IN PINK MONOFILAMENT GILLNET (8 INCH MESH) WITH BLACK FLOATS AND YELLOW FLOATS. THE ENTANGLEMENT WAS WRAPPED AROUND THE WHALE'S PEDUNCLE AND FLUKES. ADDITIONAL WIRE MESH - DEBRIS WAS FOUND IN RECOVERED GEAR. DISCOLORED SKIN AT FLUKE INSERTION. WHALE APPEARS SKINNY, FLUKES ARE FLOPPY AND VIDEO SHOWS LIMITED MOBILITY. WHALE SWIMMING WITH PECTORAL FLIPPERS. FLUKES DISABLED. FULLY DISENTANGLED.  SERIOUS INJURY DUE TO POOR BODY CONDITION AND DISCOLORED SKIN AT FLUKE INSERTION, IMPLYING POTENTIAL LOSS OF FUNCTIONALITY DUE TO A CONSTRICTING ENTANGLEMENT OF UNKNOWN DURATION.","SI","L2",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,6,"VESSEL STRIKE","PACIFIC","WA","DEAD","MODERATELY DECOMPOSED ADULT WHALE WAS ORIENTED VENTRAL SIDE UP AT THE TIME OF NECROPSY, SO THE DORSAL SIDE OF THE ANIMAL COULD NOT BE EXAMINED; BODY CONDITION WAS THIN TO EMACIATED (PENDING HISTOPATHOLOGY); BLUNT FORCE TRAUMA FROM A VESSEL STRIKE IS SUSPECTED, BASED ON PRESENCE OF BONE FRAGMENTS AND HEMORRHAGIC AND EDEMATOUS TISSUE IN VICINITY OF RIGHT EAR. EXTENT OF THIS TRAUMA COULD NOT BE ASSESSED BASED ON THE WHALE'S ORIENTATION ON THE BEACH; EVIDENCE OF HEALED ENTANGLEMENT SCARS AND A MORE RECENT ENTANGLEMENT INJURY AT RIGHT PECTORAL FLIPPER AND ACROSS FLUKES; POSSIBLE INFECTION IN POST-ANAL SAC.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,10,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","HUMBOLDT","CA","DEAD","POT - TRAP FISHERY. SUBADULT IN STATE OF ADVANCED DECOMPOSITION. LINE PRESENT, CAUDAL PEDUNCLE WRAP, ENCIRCLING 11 TIMES AND EMBEDDED DEEPLY INTO THE TISSUE. MULTIPLE WRAPS AND CONSTRICTING.  ACTIVE ENTANGLEMENT PRESENT WITH EXTENSIVE WRAP-AROUND CAUDLE PEDUNCLE, ENCIRCLING 11 TIMES AND TWISTED MULTIPLE TIMES TO THE LEFT SIDE OF THE WRAP. TWO SECTIONS OF LINE WERE PRESENT, 8M OF GREEN POLYLINE AND 6M ORANGE - WHITE POLYLINE. THE GREEN POLYLINE IS PARTIALLY WEIGHTED, WITH ONE SMALL WEIGHT PRESENT. THERE WAS AN UNKNOWN AMOUNT OF ADDITIONAL ORANGE - WHITE LINES EXTENDING UNDERNEATH THE WHALE WITH POSSIBLE INVOLVEMENT OF THE RIGHT PECTORAL FIN. A SMALL AMOUNT OF ADDITIONAL BLUE AND WHITE LINE 50CM SPLICED IN KNOTTED AREA. LINES WERE SPLICED TOGETHER IN SEVERAL SECTIONS. SOME ABRASIONS - IMPRESSIONS AND LACERATIONS ON THE LEFT MANDIBLE AND LEFT PECTORAL, FLUKES. THE ANIMAL APPEARED EMACIATED ALTHOUGH IN ADVANCED DECOMPOSITION.","DEAD","NA",1,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,17,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","LINCOLN","OR","SI (PRORATE)","GRAY WHALE TRAILING 4 YELLOW AND 2 ORANGE BUOYS ABOUT TWO BODY LENGTHS BEHIND IT. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,4,28,"VESSEL STRIKE","SAN MATEO","CA","DEAD","ADULT MALE GRAY WHALE, MODERATE DECOMPOSITION. THE ANIMAL WAS BLOATED BUT STILL IN GOOD CONDITION. NECROPSY FINDINGS: LEFT PELVIC BONE, BARNACLES, AND CYAMIDS COLLECTED FOR CAS ARCHIVES, BALEEN COLLECTED FOR TMMC AND CAS. TRAUMA TO THORACIC SPINE, INCLUDING EDEMA, HEMORRHAGE AND BROKEN VERTEBRA. THORACIC SPINE DAMAGED, BRUISING WITH EDEMA AND HEMORRHAGE ASSOCIATED WITH DAMAGED BONES  THORACIC VERTEBRAE T7-T10 WAS EXAMINED INTERNALLY (PARTIALLY DUE TO LEFT SIDE ONLY BEING AVAILABLE FOR EXAMINATION). MOST OF SPINE WAS EXAMINED FOR EVIDENCE OF TRAUMA. BROKEN VERTEBRAE WITH ASSOCIATED EDEMA AND HEMORRHAGE FOUND IN THORACIC REGION TRAUMA FOUND IN THORACIC VERTEBRAE.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2022,5,12,"VESSEL STRIKE","SAN MATEO","CA","DEAD","FRESH DEAD ADULT. LEFT PELVIC BONE WITH VESTIGIAL FEMUR, 13 BALEEN PLATES, AND CYAMIDS COLLECTED FOR CAS. DURING THE INITIAL NECROPSY, ONLY PART OF THE LEFT SIDE AND THE VENTRAL SIDE OF THE CARCASS WAS ACCESSIBLE. ON MONDAY 5 - 16, CAS RECEIVED A REPORT THAT THE CARCASS HAD TURNED OVER AND THE OPPOSITE SIDE HAD BECOME ACCESSIBLE. ON 5 - 17, A SMALL TEAM FROM CAS REVISITED THE CARCASS AND EXAMINED A SECTION OF THE RIGHT LATERAL AND THE DORSAL SIDE OF THE CARCASS. UPON EXAMINATION ON 5 - 17, THERE WAS EDEMA AND HEMORRHAGE IN THE SUBCUTIS POSTERIOR TO THE EYE INTO THE CERVICAL REGION AND SKELETAL MUSCLE HEMORRHAGE INTO THE THORACIC AREA (MACERATED EPAXIAL MUSCLE) AND T2-T9 EACH HAD SHORT COMPLETE FRACTURES ON THE DORSAL SPINOUS PROCESSES. BROKEN VERTEBRAL PROCESSES WITH ASSOCIATED HEMORRHAGE.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2022,8,1,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","TILLAMOOK","OR","NSI","WHALE BRIEFLY ENTANGLED IN LINE WITH 2 FOULED WHITE BUOYS, THOUGH RESPONDER COULD NOT CONFIRM THE AREA ON THE BODY. WHALE SELF-RELEASED AND SHED GEAR. VIDEO SHOWS WHALE SWIMMING NORMALLY.","NSI","L10",0,"N","N"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2022,8,3,"HOOK AND LINE FISHERY","LINCOLN","OR","NSI","SMALL AMOUNT OF MONOFILAMENT LINE ATTACHED AROUND RIGHT FLUKE BLADE. WHALE WAS FREE-SWIMMING AND FEEDING. NO VISIBLE INJURIES. CONFIRMED TO HAVE SHED GEAR.","NSI","L10",0,"N","N"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2022,8,18,"DUNGENESS CRAB POT FISHERY (WA COASTAL)","SITKA","WA","SI","FAVORITE BAY, SOUTHEAST ALASKA. TWO SETS OF GEAR ATTACHED TO THE WHALE: ONE UNIDENTIFIED (MORE FRESH), PLUS OLDER COASTAL COMMERCIAL DUNGENESS CRAB FROM THE 2007-08 SEASON (TAG RECOVERED).  POT FRAGMENT HANGING FROM SIDE OF MOUTH. ATTACHING LINE WENT THROUGH THE MOUTH AND AROUND THE PECTORAL FINS AND TRAILED BEHIND THE ANIMAL. TWO MEMBERS OF THE PUBLIC FISHING IN THE BAY USED A KNIFE TO CUT THE LINES AND REMOVED ALL GEAR AND FREED WHALE.","NSI","L10",0,"Y","N"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2022,9,5,"HOOK AND LINE FISHERY","SNOHOMISH","WA","NSI","WHALE BECAME ENTANGLED IN RECREATIONAL MONOFILAMENT FISHING LINE AT END OF PIER. IT IS UNKNOWN WHERE THE ENTANGLEMENT WAS ATTACHED TO THE WHALE. WHALE SPUN, BREACHED, RESULTING IN A SELF RELEASE FROM GEAR.","NSI","L10",0,"N","N"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,3,9,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI (PRORATE)","DIVERS IN WATER WATCHED GRAY WHALE SWIM BY WITH BLUE LINE WRAPPED 'TWO OR THREE TIMES AROUND THE TAIL AREA' (MULTIPLE WRAPS). WHALE WAS ALSO TRAILING 20 OR 30 FT OF LINE. NO PHOTOS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,3,12,"GILLNET FISHERY","LOS ANGELES","CA","SI","CALF SEEN AND PHOTOGRAPHED DURING WHALE WATCH. APPEARS TO HAVE TWO BLACK LINES WRAPPED TIGHTLY (CONSTRICTING ENTANGLEMENT) OVER PEDUNCLE AND FLUKES AND ASSOCIATED MASS OF PINK MONOFILAMENT GILLNET. ATTACHMENT IS MAINLY TO THE RIGHT FLUKE BLADE. FULL CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI","L2",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,3,23,"VESSEL STRIKE","MARIN","CA","DEAD","MODERATE DECOMPOSITION, SUBADULT. FULL NECROPSY PERFORMED ON 03 - 25 - 2023 BY TMMC AND CAS. WE FOUND AN AREA OF BLUNT FORCE TRAUMA ON THE LEFT LATERAL HEAD EXTENDING FROM THE EYE TO THE MID SCAPULA MOVING UP TOWARDS THE DORSAL ASPECT. THERE WAS DARK RED STAINING (HEMORRHAGE) WITHIN IN THE BLUBBER, SUBCUTANEOUS FAT, AND SKELETAL MUSCLE IN THAT SAME LOCATION. THE MUSCLE SURROUNDING THE BASE OF THE SKULL AND C1 WAS MACERATED AND EASILY PULLED APART. WE EXAMINED THE BASE OF THE SKULL, ALL THE LEFT LATERAL ASPECTS OF VERTEBRA FOR ANY FRACTURES BUT COULD NOT FIND ANY. WE WOULD NOT EXAMINE THE ENTIRE HEAD DUE TO THE RECUMBENCY AND NOR THE EXTENT OF THE AREA WITH HEMORRHAGE. THE MUSCLE SURROUNDING THE OTHER VERTEBRAE WAS OF NORMAL CONSISTENCY AND COLOR. NO OTHER SIGNIFICANT FINDINGS IN THIS ANIMAL APART FROM A GOOD BLUBBER LAYER AND SUBCUTANEOUS FAT.  FINDINGS INDICATIVE OF BLUNT FORCE TRAUMA, SUGGESTIVE OF VESSEL STRIKE.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,3,24,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN DIEGO","CA","DEAD","DEAD WHALE FOUND OFFSHORE. PHOTOS SHOW ROPE IN MOUTH AND OR HEAD REGION. RESPONDED TO BY SEA WORLD, WHO REMOVED ROPE. WHALE EVENTUALLY CAME ASHORE IN DIFFICULT TO ACCESS PLACE, NO NECROPSY.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,4,7,"VESSEL STRIKE","ALAMEDA","CA","DEAD","JUVENILE MALE WITH LINE IN THE MOUTH THAT COMPLETELY ENCIRCLED THE ROSTRUM AND WAS ABOUT FOUR FEET LONG. THERE WAS AN ASSOCIATED ABRASION ON THE MAXILLA WITH OBVIOUS DEEP, SUBCUTANEOUS, CONGESTION UPON SECTIONING. THUS THE LINE WAS PREMORTEM. THERE WERE ALSO 9 LARGE, DEEP PARALLEL LACERATIONS FROM A VESSEL STRIKE ON THE LEFT SIDE OF THE WHALE, ALSO THOUGHT TO HAVE OCCURRED PREMORTEM. FLUKES WERE ALSO AMPUTATED, PRESUMABLY BY VESSEL STRIKE. INDIVIDUAL LACERATIONS APPEAR TO BE 45 TO 60 CM IN LENGTH, WITH APPROXIMATELY 25 - 30 CM SPACING BETWEEN EACH. AREAS OF HEMORRHAGE AND FRACTURED VERTEBRAE WERE NOTED IN NECROPSY REPORT.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,4,16,"DUNGENESS CRAB POT FISHERY (CA)","HUMBOLDT","CA","SI","WHALE APPARENTLY ANCHORED IN GEAR (FISHERY IDENTIFIED BY TAG, VISIBLE IN VIDEO), WITH LINE WRAPPED AROUND FLUKES AND OR TAILSTOCK AREA. MULTIPLE WRAPS REPORTED. TRAILING A SINGLE BUOY, THOUGH THE BUOY OR THE WHALE IS NOT MOVING FORWARD IN THE VIDEO. THE WHALE IS ALSO NOT LIFTING ITS FLUKES AND APPEARS TO HAVE LIMITED MOBILITY.","SI","L2",1,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,4,23,"VESSEL STRIKE","SAN FRANCISCO","CA","NSI","COLLISION INFORMATION: THE 38 FT VESSEL WAS SAILING AT 3.5-4 KNOTS AT THE TIME OF IMPACT AND THE ENGINE WAS ON IDLE, THEY WERE SAILING NE AND WERE TRYING TO TACK TO S-SE AT THE TIME OF THE COLLISION. THE WHALE CAME UP FROM UNDERNEATH THEM, THEY HEARD A VERY LARGE NOISE UPON IMPACT (THE CAPTAIN THOUGHT THEY WERE RUNNING AGROUND IT WAS SO LOUD) AND THEN THEY (4 PEOPLE TOTAL ON BOARD IN THE COCKPIT) SAW THE BACK OF THE ANIMAL AND A MUD PLUME WITH ALGAE AND SEAWEED AROUND THE ANIMAL. NO OTHER DETAILS.","NSI","L6C",0,"N","N"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,5,3,"VESSEL STRIKE","JEFFERSON","WA","DEAD","BLUNT FORCE TRAUMA TO LEFT SIDE OF HEAD, FORWARD OF EYE. AVULSION FRACTURE OF MAXILLARY BONE, SUBCUTANEOUS HEMORRHAGE AND EDEMA, HEMATOMA. SMALLER AND MORE SUPERFICIAL AREA OF BRUISING AT TOP OF LEFT SHOULDER BLADE. PHOTO TAKEN A FEW WEEKS LATER SHOWS CLEAN BREAK ALL THE WAY ACROSS L MAXILLA, NEAR THE SNOUT. NO EVIDENCE OF KILLER WHALE ATTACK.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,5,6,"VESSEL STRIKE","MARIN","CA","DEAD","WHALE FIRST IDENTIFIED IN SF BAY BY TMMC ON FEB 9, 2023. LACERATION TO MID DORSAL THORACIC AREA OCCURRED BETWEEN MARCH 3 AND MARCH 31, 2023. BODY CONDITION DECLINED - LAST SEEN ALIVE IN THE BAY ON APRIL 24, 2023. DATA FROM TMMC CETACEAN BIOLOGISTS: SIGHTINGS: 2 - 9 - 2023 3 - 3 - 2023 NO SCAR VISIBLE 3 - 31 - 2023 SCAR VISIBLE, 2 SIGHTINGS IN ONE DAY 4 - 10 - 2023 INCREASING LICE LOAD BECOMES APPARENT. 4 - 13 - 2023 4 - 24 - 2023 2 SIGHTINGS IN ONE DAY. SUSPECT THAT A VESSEL STRIKE CAUSED THE TRAUMA TO THE BACK AND RIBS (UNDER THE MID DORSAL THORACIC LACERATION) IN MARCH, AND THAT A SECOND VESSEL STRIKE FRACTURED THE SKULL CLOSER TO THE TIME OF DEATH. RIB, VERTEBRAL, MAXILLARY, PREMAXILLARY, AND NASAL BONE FRACTURES.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,5,12,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","CLATSOP","OR","SI (PRORATE)","GRAY WHALE CALF ENTANGLED IN LINE AND AN ORANGE BUOY. THE BUOY APPEARS TO BE UNDER THE WHALE. SHORT VIDEO DOES NOT INDICATE FULL VIEW OF AMOUNT OR CONFIGURATION OF GEAR. WHALE DESCRIBED AS SWIMMING IN CIRCLES, POSSIBLY ANCHORED.","SI (PRORATE)","L10",0.75,"Y","Y"
"DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2023,5,23,"DUNGENESS CRAB POT FISHERY (CA)","MEXICO","CA","SI","UNDERWEIGHT WHALE IN POOR CONDITION WITH HEAVY CYAMID LOAD ENTANGLED IN BUOYS AND ROPES. ENTANGLEMENT INVOLVES MOUTH AND PECTORAL FLIPPER. FISHERY CONFIRMED FROM RECOVERED TAG. REPORTED BY RABEN COLLEAGUES IN MEXICO. SOME GEAR REMOVED, BUT REMAINING GEAR IS OF UNKNOWN CONFIGURATION AND AMOUNT.","SI","L10",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,5,24,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","MOSTLY SKINLESS, LAYING LEFT SIDE DOWN. TONGUE BLOATED AND BALCKENED, NO BALEEN. POST ANAL SAC SLIGHTLY DISTENDED (14 IN X 5 IN). BLUNT FORCE TRAUMA TO RIGHT SIDE OF HEAD. SIGNIFICANT BRUISING ON RIGHT SIDE ROSTUM, SEVERAL GALLONS OF BLOOD, DEGLOVED TISSUE. NO SIGNS OF KILLER WHALE ATTACK.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,1,"UNIDENTIFIED POT - TRAP FISHERY ENTANGLEMENT","KODIAK","AK","SI","INITIALLY SEEN TRAILING ROPE AND FIVE BUOYS. LATER STRANDED DEAD ON KODIAK ISLAND, ROPE WRAPPED AROUND BODY. CARCASS INACCESSIBLE DUE TO PRESENCE OF BEARS. MULTIPLE FISHERMAN EXAMINED PHOTOS AND STATED THAT GEAR WAS LIKELY FROM ONE OF SEVERAL POT - TRAP FISHERIES.","DEAD","NA",1,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2023,6,9,"UNIDENTIFIED FISHERY ENTANGLEMENT","SAN FRANCISCO","CA","SI (PRORATE)","GRAY WHALE INSIDE OF S.F. BAY FOR SOME TIME, BASED ON PHOTO ID MATCHES. WHALE PHOTOGRAPHED IN APRIL, WITHOUT AN ENTANGLEMENT. PHOTOGRAPHED IN JUNE, WITH TWO RED OBJECTS (ONE ON EACH SIDE OF WHALE) CLOSE TO BODY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
